image_id,label
rafael-zabaleta_portrait-of-seated-brunette-1948,2
vincent-van-gogh_wheat-field-with-cypresses-at-the-haude-galline-near-eygalieres-1889,1
ivan-bilibin_illustration-for-the-historical-revolutionary-almanac-of-publisher-rosehip-1906,0
odilon-redon_bouquet-of-flowers-in-a-blue-vase-1,2
jacob-van-strij_italian-landscape-and-ruin-merwede,4
paul-cezanne_bathers-1,5
amrita-sher-gil_bride-s-toilet-1937,1
august-macke_girl-in-the-greenery,2
sergey-solomko_tough-response,0
vincent-van-gogh_the-fields-1890,5
sergey-solomko_bookplate-of-v-i-klochkov-3,0
david-burliuk_still-life-with-industry-1932,5
arnold-b-cklin_portrait-of-alexander-michelis-1846,4
ion-pacea_lalele,2
william-blake_the-sun-at-his-eastern-gate-1820,3
eugene-boudin_the-port-of-deauville,3
giovanni-boldini_self-portrait-while-looking-at-a-painting-1865,6
thomas-cole_landscape-american-lake-in-summer,7
rembrandt_nativity-1654,1
henri-de-toulouse-lautrec_miss-may-belfort-welcoming-1895,0
peter-paul-rubens_the-assumption-of-mary-1622,1
rembrandt_a-village-with-a-river-1645,1
adriaen-van-ostade_the-cottage-dooryard,1
giovanni-battista-piranesi_side-view-of-the-temple-of-juno,4
thomas-eakins_drifting-1875,6
heorhiy-narbut_galicia-governorate-coat-of-arms-1914,2
maurice-prendergast_in-central-park-new-york,5
cornelis-vreedenburgh_sluice-of-woerdense-verlaat,5
zdislav-beksinski_untitled-322,8
zdislav-beksinski_untitled-343,8
rembrandt_portrait-of-jacob-trip-1661,1
victor-borisov-musatov_daphnis-and-chloe-1901,0
koloman-moser_standing-youth,0
harry-clarke_the-year-s-at-the-spring-1920-42,9
salvador-dali_study-of-a-male-nude-saint-sebastian,2
max-ernst_illustration-to-a-week-of-kindness-1934-172,8
nicholas-roerich_monhigan-study-1922-30,9
gustave-dore_the-inferno-canto-19,7
jules-perahim_family-misunderstanding-1969,8
jacek-malczewski_at-the-stage-siberians-1890,1
max-pechstein_springtime-1919,5
gustave-courbet_la-bretonnerie-in-the-department-of-indre-1856,6
john-singer-sargent_group-with-parasols,7
robert-julian-onderdonk_bluebonnet-scene-with-a-girl-1920,3
chaim-soutine_portrait-of-a-woman,3
gustave-caillebotte_traffic-island-on-boulevard-haussmann,9
jacek-yerka_spiritual-hour,8
fyodor-alekseyev_view-of-the-kremlin-from-the-troitsky-gate,1
koloman-moser_design-for-the-anniversary-stamp-with-austrian-emperor-franz-joseph-1908-1,0
pablo-picasso_family-of-acrobats-study-1905,5
rembrandt_seated-old-man-possibly-rembrandt-s-father,2
egon-schiele_trees-mirrored-in-a-pond-1907,3
paul-gauguin_portrait-of-madelaine-bernard-1888,5
leonora-carrington_operation-wednesday-1969,0
odilon-redon_decorative-panel-1,9
david-burliuk_flowers-in-vase,5
rembrandt_self-portrait-in-a-plumed-hat-1629,7
ernst-ludwig-kirchner_street-berlin,2
rembrandt_jesus-disputing-with-the-doctors-1630,1
camille-pissarro_the-versailles-road-at-louveciennes-1869,3
john-hoppner_the-honorable-lucy-elizabeth-byng-1799,4
ferdinand-hodler_lake-geneva-with-mont-blanc-at-dawn-1918-2,3
maurice-prendergast_boston-also-known-as-park-st-boston,5
adriaen-van-ostade_interior-of-an-inn,1
james-tissot_abraham-guarding-his-sacrifice,9
eugene-boudin_le-havre-barre-basin-1887,3
francisco-goya_the-milkmaid-of-bordeaux-1827,7
gustave-loiseau_port-of-dieppe-1,3
max-kurzweil_despair,9
vincent-van-gogh_peasant-with-sickle-seen-from-the-back-1885-5,6
odilon-redon_profile-in-an-arch-1905,9
pierre-auguste-renoir_the-palm-tree-1902,3
jean-auguste-dominique-ingres_study-for-the-centurion-of-the-martyrdom-of-saint-symphorien-1834,7
georges-braque_woman-at-the-mirror-1945,8
joshua-reynolds_self-portrait-3,1
camille-corot_alexina-ledoux,0
ivan-shishkin_fir-forest-1890-1,6
vincent-van-gogh_haystack-under-a-rainy-sky-1890,5
pierre-auguste-renoir_girl-with-a-letter-1894,1
marcel-duchamp_bare-stripped-bride-1968,2
mestre-ata-de_anjos-m-sicos-detail-1807,2
annibale-carracci_polyphemus-attacking-acis-and-galatea-1605,1
annibale-carracci_assumption-of-the-virgin-mary-1601,1
martiros-saryan_yerevan-1923,8
francisc-sirato_flori,6
john-everett-millais_a-young-girl-combing-her-hair,5
harry-clarke_the-year-s-at-the-spring-1920-5,4
lucian-grigorescu_peisaj-din-bucure-ti-1940,3
pablo-picasso_women-s-toilette-1961,8
fyodor-bronnikov_a-fisherman-hunging-fishing-nets-1875,6
georges-papazoff_composition-1932,8
vasily-surikov_portrait-of-governor-zamyatnin,6
john-henry-twachtman_the-brook-greenwich-connecticut-aka-horseneck-falls-greenwich-connecticut-1900,3
stefan-dimitrescu_street-in-ia-i,5
giovanni-battista-piranesi_vedute-di-roma-104,4
jan-matejko_przemysl-ii,1
konstantinos-parthenis_la-temperanza-woman-holding-a-knife-1938,4
francisco-toledo_caballo-en-los-cerros-1067,8
richard-oelze_z-74-1949,1
john-william-godward_at-the-garden-door-1901,4
piet-mondrian_study-for-blue-apple-tree-series,5
maxime-maufra_douarnenez-in-sunshine-1897,3
orest-kiprensky_blind-musician-1809,6
thomas-theodor-heine_simplicissimus-1897,0
salvador-dali_untitled-design-for-the-ball-in-the-dream-sequence-in-spellbound,8
agostino-carracci_alcibiade-and-glycere,7
joseph-wright_portrait-of-mrs-catherine-swindell-1772,7
thomas-eakins_illustrated-letter-written-to-his-family-1866,8
nicholas-roerich_earth-paternoster-1907,8
aleksey-savrasov_landscape-with-hut-1866,6
pierre-auguste-renoir_landscape-1868,2
amedeo-modigliani_caryatid-1,9
gustave-moreau_saint-george,4
mikhail-vrubel_italy-scenes-of-ancient-life-sketch-for-the-curtain-in-russian-private-opera-1891,0
konstantin-somov_portrait-of-m-lukyanov,0
ivan-bilibin_illustration-for-the-fairytale-sinbad-the-sailor,0
georges-braque_anemones-1924,5
sebastien-bourdon_le-crucifiement-de-saint-pierre-1643,1
john-singleton-copley_self-portrait-1784,6
leon-bakst_portrait-of-russian-painter-filipp-andreevich-maljawin,1
giovanni-battista-piranesi_candlestick-in-the-courtyard-of-the-palazzo-lante-in-st-eustachius,4
odilon-redon_apollo-s-chariot-5,8
salvador-dali_partial-hallucination-six-apparitions-of-lenin-on-a-piano-1931,8
pierre-auguste-renoir_the-beal-1905,3
henri-de-toulouse-lautrec_at-the-moulin-rouge-the-dance-1890,0
dorothy-lathrop_illustration-for-hitty-3,5
salvador-dali_the-tower,8
raphael-kirchner_salome-1903,6
david-teniers-the-younger_smokers-and-drinkers,6
vincent-van-gogh_lilac-bush-1889,5
john-singer-sargent_study-for-two-heads-for-boston-mural-the-prophets,4
vasily-vereshchagin_burlak-who-hold-hands-on-the-strap-1866,6
nikolai-ge_sorrento,7
giovanni-battista-piranesi_following-the-above-table-1,4
nicholas-roerich_saint-nicholas-1914,9
boris-kustodiev_in-the-rooms-1906,9
david-wilkie_portrait-of-king-william-iv-1765-1837-1837,7
thomas-eakins_boy-laying-in-atelier,4
william-adolphe-bouguereau_the-abduction-of-psyche,4
vasily-surikov_morning-of-the-strelets-execution-1881,5
william-holman-hunt_a-converted-british-family-sheltering-a-christian-priest-from-the-persecution-of-the-druids-1850,3
ilya-repin_a-man-in-white-jacket-1913,5
jules-cheret_saxol-ine-p-trole-de-suret-1900,0
ivan-aivazovsky_sailing-in-the-sea-1884,7
felix-labisse_grand-carnival-ostendais-1934,8
edward-burne-jones_the-three-graces,4
francisco-toledo_el-conejo-y-el-zapato,8
amedeo-modigliani_cafe-singer-1917,2
john-william-godward_he-loves-me-he-loves-me-not-1896,2
james-tissot_the-taking-of-jericho,3
konstantin-makovsky_the-scene-on-the-outskirts-of-the-city,3
vasily-vereshchagin_uzbek-dishes-seller-1873,7
ivan-aivazovsky_the-tempest-1886,7
joan-miro_not_detected_227959,2
rene-magritte_the-future-of-statues-1937,2
fernand-khnopff_silence-1890,9
costas-niarchos_the-dominant-orange,0
leonora-carrington_the-lovers-1987,8
ligia-macovei_unknown-title,9
franz-xaver-winterhalter_henri-eugene-philippe-duc-d-aumale-commander-of-the-17th-batallion-of-the-light-infantry,7
kansuke-yamamoto_untitled-1940-2,8
giovanni-battista-piranesi_vedute-di-roma-82,4
george-frederick-watts_paulo-and-francesco,3
john-hoppner_eleanor-agnes-hobart-countess-of-buckinghamshire,6
david-teniers-the-younger_smokers-in-an-interior,1
orest-kiprensky_dreamer,7
ernst-ludwig-kirchner_harnessed-team,2
kuzma-petrov-vodkin_girl-with-a-doll-1937,6
zinaida-serebriakova_pears-on-the-branches-1930,1
maurice-utrillo_lapin-agile-2,3
henri-matisse_two-figures-reclining-in-a-landscape-1921,5
karl-bryullov_ascension-baron-shieling,3
ernst-ludwig-kirchner_standing-female-nude-in-frot-of-a-tent,2
joan-miro_ladders-cross-the-blue-sky-in-a-wheel-of-fire,8
albert-anker_die-kn-chelspieler-1864,3
pierre-bonnard_view-of-le-cannet-roofs-1942,3
ferdinand-hodler_swearing-to-the-right-2,8
francisco-goya_the-duchess-of-alba-arranging-her-hair-1796,9
george-frederick-watts_happy-warrior,9
jan-steen_dissolute-household,1
rembrandt_jean-lutma-1656,1
william-adolphe-bouguereau_psyche-1892,4
osias-beert_still-life-of-a-roast-chicken-a-ham-and-olives-on-pewter-plates-with-a-bread-roll-an-orange,1
edward-burne-jones_merlin-and-nimue-1861,5
victor-brauner_portrait-aux-fleurs-1953,8
mary-cassatt_woman-in-a-black-hat-and-a-raspberry-pink-costume-1900,6
zdislav-beksinski_untitled-293,8
emil-nolde_the-last-supper-1909,5
miklos-barabas_portrait-of-a-woman-1831,4
vasily-polenov_the-mill-on-the-source-of-the-river-vel-1874,6
nicholas-roerich_parting-century,0
vladimir-dimitrov_unknown-title-5,2
jose-de-almada-negreiros_capa-da-revista-contempor-nea-1915,0
henri-de-toulouse-lautrec_in-the-bois-1897,0
john-william-godward_girl-with-a-mirror-1892,3
rembrandt_hendrickje-sleeping,2
viorel-marginean_pas-rea-phoenix-1990,5
odilon-redon_i-have-sometimes-seen-in-the-sky-what-seemed-like-forms-of-spirits-plate-21-1896,9
remedios-varo_taurus,6
dante-gabriel-rossetti_the-blessed-damozel-study-1873,7
giovanni-battista-piranesi_the-creation-of-woman,4
nicholas-roerich_izvarka-1893,1
raphael-kirchner_street-flowers-1899-2,0
giovanni-battista-piranesi_arch-of-septimius-severus,4
anita-malfatti_veneza-canaleto-1924,8
arthur-hughes_the-property-room-1879,1
pablo-picasso_untitled-1937-4,0
william-adolphe-bouguereau_baigneuse-1870,4
john-atkinson-grimshaw_the-heron-s-haunt,6
gustave-loiseau_by-the-orne-river-near-caen,6
max-ernst_oedipus-rex-1922,3
dorothy-lathrop_hitty-by-rachel-field-3-1929,0
nicholas-roerich_great-spirit-of-himalayas-1934,9
pyotr-konchalovsky_a-sketch-of-a-female-figure-seated-in-a-chair-for-the-portrait-of-actress-vizarova-1917,2
raphael-kirchner_girls-with-purple-surrounds-1900-3,0
ivan-aivazovsky_sheepdip-1878,7
tivadar-kosztka-csontvary_pilgrimage-to-the-cedars-in-lebanon-1907,1
nicholas-roerich_ledenets-1919-1,4
nicholas-roerich_lake-of-the-nagas-kashmir-1936,9
paul-cezanne_sorrow-1867,2
mstislav-dobuzhinsky_farm-in-new-england-1940,8
volodymyr-orlovsky_view-of-alupka-palace,3
vincent-van-gogh_the-stone-bench-in-the-garden-at-saint-paul-hospital-1889,5
gwen-john_a-lady-reading-1911,6
john-william-godward_youth-and-time-1901,4
moise-kisling_the-castaway-1927,2
gustave-loiseau_the-house-1906,5
johan-christian-dahl_gewitterstimmung-bei-dresden-1830,7
arnold-b-cklin_war-1896,1
harry-clarke_tales-of-mystery-and-imagination-by-edgar-allan-poe-1923-9,7
pablo-picasso_the-roofs-of-barcelona-in-the-moonlight-1903,9
vincent-van-gogh_barn-owl-viewed-from-the-front-1887,6
william-shayer_the-end-of-the-day,7
pablo-picasso_family-at-the-seashore-1922,4
rembrandt_supper-at-emmaus-1649,1
konstantinos-parthenis_christ-1900,1
martiros-saryan_caravan-1926,9
pablo-picasso_crane-book-and-oil-lamp-1946,8
joan-miro_bathing-woman,9
franz-marc_resting-cows-1911,2
sergey-solomko_the-head-of-the-roman-youth,4
m-c-escher_bookplate-bastiaan-kist,8
vincent-van-gogh_the-shepherdess-after-millet-1889,5
camille-corot_interrupted-reading-1870,4
boris-kustodiev_promenade-along-the-volga-1909,0
john-singer-sargent_george-frederick-mccorquodale-1902,6
stefan-popescu_blue-landscape-1913,2
konstantin-korovin_fruit-seller-costume-design-for-gartman-s-ballet-1906,0
ferdinand-hodler_landscape-with-two-small-trees,3
konstantinos-parthenis_gazing-at-peace-1938,9
ernst-ludwig-kirchner_practising-dancer,4
giovanni-battista-piranesi_symbolic-struggle-of-cupid-and-pan,4
martiros-saryan_female-portrait-1952,2
claude-monet_the-alps-seen-from-cap-d-antibes,3
henri-edmond-cross_study-for-the-grape-pickers,5
joseph-wright_the-orrery,1
viktor-vasnetsov_ochtir-1879,6
edouard-cortes_place-de-clichy-in-winter-1,5
zinaida-serebriakova_turkey-two-odalisques-1916,0
pablo-picasso_crucifixion-study-1930,8
boris-kustodiev_masha-the-daughter-of-merchant-1924,0
jean-leon-gerome_entry-of-the-christ-in-jerusalem,7
koloman-moser_portrait-of-a-girl,2
jean-david_holiday-all-year-round-1965,0
julius-leblanc-stewart_yachting-in-the-mediterranean-1896,3
orest-kiprensky_portrait-of-kusov-aleksey-ivanovich-1809,7
pablo-picasso_great-still-life-on-pedestal-1931,8
claude-monet_water-lilies-1899,3
robert-brackman_life-still-life-3,2
childe-hassam_maude-sewing,0
louis-janmot_flower-of-the-fields-1845,4
mikhail-vrubel_portrait-of-student-1882,7
vincent-van-gogh_cypresses,0
camille-pissarro_ducks-on-the-pond-at-montfoucault,6
richard-gerstl_selbstbildnis-mit-palette-1906-7,2
paul-gauguin_the-meal-the-bananas-1891,2
edouard-manet_steamboat-leaving-boulogne-1864,8
peter-paul-rubens_virgin-in-adoration-before-the-christ-child,1
ferdinand-hodler_view-of-the-horn-of-fromberg-from-reichenbach-1903,0
adam-baltatu_summer-landscape-2,3
giovanni-boldini_landscape-with-trees-1900,2
richard-gerstl_self-portrait,9
koloman-moser_wotan-and-brunhilde,9
bartolome-esteban-murillo_boy-with-a-dog,1
mikhail-nesterov_portrait-of-e-p-nesterova-1906,7
orest-kiprensky_portrait-of-a-military-doctor-1812,7
nicholas-roerich_the-last-king-empty-throne-1922,4
tia-peltz_baba-cloan-a,5
berthe-morisot_young-girl-in-white,3
john-singer-sargent_alhambra-patio-de-la-reja-1879,6
francesco-hayez_the-last-kiss-of-romeo-and-juliet-1823,1
orest-kiprensky_griffonnage-1814,0
gustave-dore_gargantua-1873-1,1
henri-de-toulouse-lautrec_jane-avril-1893,0
nicholas-roerich_sunset,9
oskar-kokoschka_not_detected_235867,5
ilya-mashkov_rowanberry-1939,5
martiros-saryan_motherland-1971,0
paul-cezanne_the-drinker-1891,2
ferdinand-hodler_thirteen-standing-draped-figures,0
benjamin-west_jacob-blessing-ephraim-and-manasseh-1768,1
ivan-bilibin_underwater-illustration-for-the-epic-volga-1928,9
gustave-dore_don-quixote-93,7
odilon-redon_poppies-in-a-vase,6
jacob-van-strij_landscape-with-cows,1
salvador-dali_portrait-of-my-first-cousin,2
joseph-wright_the-prisoner,1
dorothy-lathrop_illustration-for-down-adown-derry-1,1
konstantin-bogaevsky_landscape-with-rocks-stary-krym-1908,3
jean-auguste-dominique-ingres_henry-iv-recieving-the-ambassador-of-spain-1817,1
cornelis-springer_a-cathedral-on-a-townsquare-in-summer-1846,1
bartolome-esteban-murillo_angel-holding-a-hammer-and-nails-1660,4
vincent-van-gogh_vineyards-with-a-view-of-auvers-1890,5
ivan-aivazovsky_wedding-in-ukraine-1892,7
valentin-serov_the-wolf-and-the-shepherds-1898,2
pyotr-konchalovsky_school-of-yungs-came-the-first-1929,0
william-adolphe-bouguereau_study-for-vierge-aux-anges,4
wilhelm-kotarbinski_seraphim,5
john-atkinson-grimshaw_a-mountain-road-flood-time-1868,7
zinaida-serebriakova_peasants-1914,2
nicholas-roerich_sketch-for-light-conquers-darkness-1933,9
pablo-picasso_reclining-nude-1908,2
raphael-kirchner_stained-glass-art-3,0
johan-christian-dahl_frogner-manor-1842,7
thomas-cole_expulsion-from-the-garden-of-eden-1828,7
ramon-oviedo_forma-milenaria,2
boris-grigoriev_woman-with-cat,2
george-mavroides_on-a-couch,3
gustave-courbet_riverside,6
edmund-dulac_selene-and-endymion,4
paul-cezanne_mont-sainte-victoire-1898,5
pavel-svinyin_replenishing-the-ship-s-larder-with-codfish-off-the-newfoundland-coast,7
nicholas-roerich_ladakh-golden-clouds-over-blue-mountains-1943,9
dimitrie-paciurea_sphynx-1913,3
alfred-sisley_the-path-from-saint-mammes-morning-1890,3
remedios-varo_cosmic-energy,9
victor-hugo_ermitage-rock-in-an-imaginary-landscape-1855,8
tsuguharu-foujita_christ-en-croix,0
giovanni-battista-piranesi_ancient-temple-commonly-known-as-the-health-on-the-way-at-albano-five-miles-distant-from-rome,4
ligia-macovei_unknown-title-6,2
alexandre-benois_at-the-gambling-house-1910-1,6
walter-battiss_figures-and-a-dog-in-a-mountainous-landscape,3
tsuguharu-foujita_les-divertissements-d-eros,2
pablo-picasso_untitled-1937-9,2
william-adolphe-bouguereau_compassion-1897,4
lovis-corinth_self-portrait-without-a-collar-1900,6
edmund-dulac_the-pearl-of-the-boar-from-the-kingdom-of-the-pearl,0
george-frederick-watts_genius-of-greek-poetry-1878,0
eugene-delacroix_self-portrait-with-cap-1832,6
sergey-solomko_christ-is-risen,7
edouard-manet_portrait-of-clemenceau-at-the-tribune-1880,6
fyodor-solntsev_royal-clothing-of-the-xvii-century-the-image-of-tsar-fedor-alekseevich,0
jacek-malczewski_the-tribute-money-triptych-middle,5
orest-kiprensky_portrait-of-the-prince-aleksandr-mikhailovich-golitsyn-1819,6
moise-kisling_contrasting-sounds-1918,2
pablo-picasso_las-meninas-velazquez-1957-4,8
gustave-dore_the-children-s-crusade-in-1212-1877,4
petre-abrudan_tulcea-outskirts,3
giovanni-battista-piranesi_vedute-di-roma-19,4
theodore-rousseau_sunset-at-arbonne,7
martiros-saryan_a-nook-of-old-yerevan-1928,2
arnold-b-cklin_high-mountains-with-chamoises-1849,6
charles-demuth_the-shine-1916,2
claude-monet_the-seine-at-vetheuil,3
vasily-tropinin_the-lacemaker,1
mordecai-ardon_ein-karem-1944,3
eliseu-visconti_bas-de-portiere,5
candido-portinari_lavadeiras,1
anna-ostroumova-lebedeva_willows-near-novosilviysky-bridge-1923,7
vincent-van-gogh_female-nude-standing-1886,4
